Core Config, Excited Config, Term, J, Energy
1s1, 10v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197214.0491617835
1s1, 10v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197214.0491617835
1s1, 10v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197214.0491617835
1s1, 10v1, 1.0V[17.0], 17.0, 197214.0491617835
1s1, 10w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197214.0491617835
1s1, 10w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197214.0491617835
1s1, 10w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197214.0491617835
1s1, 10w1, 1.0W[18.0], 18.0, 197214.0491617835
1s1, 10x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197214.0491617835
1s1, 10x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197214.0491617835
1s1, 10x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197214.0491617835
1s1, 10x1, 1.0X[19.0], 19.0, 197214.0491617835
1s1, 11s1, 3.0S[1.0], 1.0, 197404.40082629642
1s1, 11s1, 1.0S[0.0], 0.0, 197404.40082629642
1s1, 11p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197404.40082629642
1s1, 11p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197404.40082629642
1s1, 11p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197404.40082629642
1s1, 11p1, 1.0P[1.0], 1.0, 197404.40082629642
1s1, 11d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197404.40082629642
1s1, 11d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197404.40082629642
1s1, 11d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197404.40082629642
1s1, 11d1, 1.0D[2.0], 2.0, 197404.40082629642
1s1, 11f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197404.40082629642
1s1, 11f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197404.40082629642
1s1, 11f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197404.40082629642
1s1, 11f1, 1.0F[3.0], 3.0, 197404.40082629642
1s1, 11g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197404.40082629642
1s1, 11g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197404.40082629642
1s1, 11g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197404.40082629642
1s1, 11g1, 1.0G[4.0], 4.0, 197404.40082629642
1s1, 11h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197404.40082629642
1s1, 11h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197404.40082629642
1s1, 11h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197404.40082629642
1s1, 11h1, 1.0H[5.0], 5.0, 197404.40082629642
1s1, 11i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197404.40082629642
1s1, 11i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197404.40082629642
1s1, 11i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197404.40082629642
1s1, 11i1, 1.0I[6.0], 6.0, 197404.40082629642
1s1, 11j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197404.40082629642
1s1, 11j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197404.40082629642
1s1, 11j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197404.40082629642
1s1, 11j1, 1.0J[7.0], 7.0, 197404.40082629642
1s1, 11k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197404.40082629642
1s1, 11k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197404.40082629642
1s1, 11k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197404.40082629642
1s1, 11k1, 1.0K[8.0], 8.0, 197404.40082629642
1s1, 11l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197404.40082629642
1s1, 11l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197404.40082629642
1s1, 11l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197404.40082629642
1s1, 11l1, 1.0L[9.0], 9.0, 197404.40082629642
1s1, 11m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197404.40082629642
1s1, 11m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197404.40082629642
1s1, 11m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197404.40082629642
1s1, 11m1, 1.0M[10.0], 10.0, 197404.40082629642
1s1, 11n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197404.40082629642
1s1, 11n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197404.40082629642
1s1, 11n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197404.40082629642
1s1, 11n1, 1.0N[11.0], 11.0, 197404.40082629642
1s1, 11o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197404.40082629642
1s1, 11o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197404.40082629642
1s1, 11o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197404.40082629642
1s1, 11o1, 1.0O[12.0], 12.0, 197404.40082629642
1s1, 11q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197404.40082629642
1s1, 11q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197404.40082629642
1s1, 11q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197404.40082629642
1s1, 11q1, 1.0Q[13.0], 13.0, 197404.40082629642
1s1, 11r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197404.40082629642
1s1, 11r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197404.40082629642
1s1, 11r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197404.40082629642
1s1, 11r1, 1.0R[14.0], 14.0, 197404.40082629642
1s1, 11t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197404.40082629642
1s1, 11t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197404.40082629642
1s1, 11t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197404.40082629642
1s1, 11t1, 1.0T[15.0], 15.0, 197404.40082629642
1s1, 11u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197404.40082629642
1s1, 11u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197404.40082629642
1s1, 11u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197404.40082629642
1s1, 11u1, 1.0U[16.0], 16.0, 197404.40082629642
1s1, 11v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197404.40082629642
1s1, 11v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197404.40082629642
1s1, 11v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197404.40082629642
1s1, 11v1, 1.0V[17.0], 17.0, 197404.40082629642
1s1, 11w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197404.40082629642
1s1, 11w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197404.40082629642
1s1, 11w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197404.40082629642
1s1, 11w1, 1.0W[18.0], 18.0, 197404.40082629642
1s1, 11x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197404.40082629642
1s1, 11x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197404.40082629642
1s1, 11x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197404.40082629642
1s1, 11x1, 1.0X[19.0], 19.0, 197404.40082629642
1s1, 12s1, 3.0S[1.0], 1.0, 197549.17887800932
1s1, 12s1, 1.0S[0.0], 0.0, 197549.17887800932
1s1, 12p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197549.17887800932
1s1, 12p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197549.17887800932
1s1, 12p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197549.17887800932
1s1, 12p1, 1.0P[1.0], 1.0, 197549.17887800932
1s1, 12d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197549.17887800932
1s1, 12d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197549.17887800932
1s1, 12d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197549.17887800932
1s1, 12d1, 1.0D[2.0], 2.0, 197549.17887800932
1s1, 12f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197549.17887800932
1s1, 12f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197549.17887800932
1s1, 12f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197549.17887800932
1s1, 12f1, 1.0F[3.0], 3.0, 197549.17887800932
1s1, 12g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197549.17887800932
1s1, 12g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197549.17887800932
1s1, 12g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197549.17887800932
1s1, 12g1, 1.0G[4.0], 4.0, 197549.17887800932
1s1, 12h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197549.17887800932
1s1, 12h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197549.17887800932
1s1, 12h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197549.17887800932
1s1, 12h1, 1.0H[5.0], 5.0, 197549.17887800932
1s1, 12i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197549.17887800932
1s1, 12i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197549.17887800932
1s1, 12i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197549.17887800932
1s1, 12i1, 1.0I[6.0], 6.0, 197549.17887800932
1s1, 12j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197549.17887800932
1s1, 12j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197549.17887800932
1s1, 12j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197549.17887800932
1s1, 12j1, 1.0J[7.0], 7.0, 197549.17887800932
1s1, 12k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197549.17887800932
1s1, 12k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197549.17887800932
1s1, 12k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197549.17887800932
1s1, 12k1, 1.0K[8.0], 8.0, 197549.17887800932
1s1, 12l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197549.17887800932
1s1, 12l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197549.17887800932
1s1, 12l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197549.17887800932
1s1, 12l1, 1.0L[9.0], 9.0, 197549.17887800932
1s1, 12m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197549.17887800932
1s1, 12m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197549.17887800932
1s1, 12m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197549.17887800932
1s1, 12m1, 1.0M[10.0], 10.0, 197549.17887800932
1s1, 12n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197549.17887800932
1s1, 12n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197549.17887800932
1s1, 12n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197549.17887800932
1s1, 12n1, 1.0N[11.0], 11.0, 197549.17887800932
1s1, 12o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197549.17887800932
1s1, 12o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197549.17887800932
1s1, 12o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197549.17887800932
1s1, 12o1, 1.0O[12.0], 12.0, 197549.17887800932
1s1, 12q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197549.17887800932
1s1, 12q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197549.17887800932
1s1, 12q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197549.17887800932
1s1, 12q1, 1.0Q[13.0], 13.0, 197549.17887800932
1s1, 12r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197549.17887800932
1s1, 12r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197549.17887800932
1s1, 12r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197549.17887800932
1s1, 12r1, 1.0R[14.0], 14.0, 197549.17887800932
1s1, 12t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197549.17887800932
1s1, 12t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197549.17887800932
1s1, 12t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197549.17887800932
1s1, 12t1, 1.0T[15.0], 15.0, 197549.17887800932
1s1, 12u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197549.17887800932
1s1, 12u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197549.17887800932
1s1, 12u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197549.17887800932
1s1, 12u1, 1.0U[16.0], 16.0, 197549.17887800932
1s1, 12v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197549.17887800932
1s1, 12v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197549.17887800932
1s1, 12v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197549.17887800932
1s1, 12v1, 1.0V[17.0], 17.0, 197549.17887800932
1s1, 12w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197549.17887800932
1s1, 12w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197549.17887800932
1s1, 12w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197549.17887800932
1s1, 12w1, 1.0W[18.0], 18.0, 197549.17887800932
1s1, 12x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197549.17887800932
1s1, 12x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197549.17887800932
1s1, 12x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197549.17887800932
1s1, 12x1, 1.0X[19.0], 19.0, 197549.17887800932
1s1, 13s1, 3.0S[1.0], 1.0, 197661.850245756
1s1, 13s1, 1.0S[0.0], 0.0, 197661.850245756
1s1, 13p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197661.850245756
1s1, 13p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197661.850245756
1s1, 13p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197661.850245756
1s1, 13p1, 1.0P[1.0], 1.0, 197661.850245756
1s1, 13d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197661.850245756
1s1, 13d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197661.850245756
1s1, 13d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197661.850245756
1s1, 13d1, 1.0D[2.0], 2.0, 197661.850245756
1s1, 13f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197661.850245756
1s1, 13f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197661.850245756
1s1, 13f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197661.850245756
1s1, 13f1, 1.0F[3.0], 3.0, 197661.850245756
1s1, 13g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197661.850245756
1s1, 13g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197661.850245756
1s1, 13g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197661.850245756
1s1, 13g1, 1.0G[4.0], 4.0, 197661.850245756
1s1, 13h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197661.850245756
1s1, 13h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197661.850245756
1s1, 13h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197661.850245756
1s1, 13h1, 1.0H[5.0], 5.0, 197661.850245756
1s1, 13i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197661.850245756
1s1, 13i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197661.850245756
1s1, 13i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197661.850245756
1s1, 13i1, 1.0I[6.0], 6.0, 197661.850245756
1s1, 13j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197661.850245756
1s1, 13j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197661.850245756
1s1, 13j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197661.850245756
1s1, 13j1, 1.0J[7.0], 7.0, 197661.850245756
1s1, 13k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197661.850245756
1s1, 13k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197661.850245756
1s1, 13k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197661.850245756
1s1, 13k1, 1.0K[8.0], 8.0, 197661.850245756
1s1, 13l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197661.850245756
1s1, 13l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197661.850245756
1s1, 13l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197661.850245756
1s1, 13l1, 1.0L[9.0], 9.0, 197661.850245756
1s1, 13m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197661.850245756
1s1, 13m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197661.850245756
1s1, 13m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197661.850245756
1s1, 13m1, 1.0M[10.0], 10.0, 197661.850245756
1s1, 13n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197661.850245756
1s1, 13n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197661.850245756
1s1, 13n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197661.850245756
1s1, 13n1, 1.0N[11.0], 11.0, 197661.850245756
1s1, 13o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197661.850245756
1s1, 13o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197661.850245756
1s1, 13o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197661.850245756
1s1, 13o1, 1.0O[12.0], 12.0, 197661.850245756
1s1, 13q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197661.850245756
1s1, 13q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197661.850245756
1s1, 13q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197661.850245756
1s1, 13q1, 1.0Q[13.0], 13.0, 197661.850245756
1s1, 13r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197661.850245756
1s1, 13r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197661.850245756
1s1, 13r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197661.850245756
1s1, 13r1, 1.0R[14.0], 14.0, 197661.850245756
1s1, 13t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197661.850245756
1s1, 13t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197661.850245756
1s1, 13t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197661.850245756
1s1, 13t1, 1.0T[15.0], 15.0, 197661.850245756
1s1, 13u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197661.850245756
1s1, 13u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197661.850245756
1s1, 13u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197661.850245756
1s1, 13u1, 1.0U[16.0], 16.0, 197661.850245756
1s1, 13v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197661.850245756
1s1, 13v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197661.850245756
1s1, 13v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197661.850245756
1s1, 13v1, 1.0V[17.0], 17.0, 197661.850245756
1s1, 13w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197661.850245756
1s1, 13w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197661.850245756
1s1, 13w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197661.850245756
1s1, 13w1, 1.0W[18.0], 18.0, 197661.850245756
1s1, 13x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197661.850245756
1s1, 13x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197661.850245756
1s1, 13x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197661.850245756
1s1, 13x1, 1.0X[19.0], 19.0, 197661.850245756
1s1, 14s1, 3.0S[1.0], 1.0, 197751.2515269395
1s1, 14s1, 1.0S[0.0], 0.0, 197751.2515269395
1s1, 14p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197751.2515269395
1s1, 14p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197751.2515269395
1s1, 14p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197751.2515269395
1s1, 14p1, 1.0P[1.0], 1.0, 197751.2515269395
1s1, 14d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197751.2515269395
1s1, 14d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197751.2515269395
1s1, 14d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197751.2515269395
1s1, 14d1, 1.0D[2.0], 2.0, 197751.2515269395
1s1, 14f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197751.2515269395
1s1, 14f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197751.2515269395
1s1, 14f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197751.2515269395
1s1, 14f1, 1.0F[3.0], 3.0, 197751.2515269395
1s1, 14g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197751.2515269395
1s1, 14g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197751.2515269395
1s1, 14g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197751.2515269395
1s1, 14g1, 1.0G[4.0], 4.0, 197751.2515269395
1s1, 14h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197751.2515269395
1s1, 14h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197751.2515269395
1s1, 14h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197751.2515269395
1s1, 14h1, 1.0H[5.0], 5.0, 197751.2515269395
1s1, 14i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197751.2515269395
1s1, 14i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197751.2515269395
1s1, 14i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197751.2515269395
1s1, 14i1, 1.0I[6.0], 6.0, 197751.2515269395
1s1, 14j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197751.2515269395
1s1, 14j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197751.2515269395
1s1, 14j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197751.2515269395
1s1, 14j1, 1.0J[7.0], 7.0, 197751.2515269395
1s1, 14k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197751.2515269395
1s1, 14k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197751.2515269395
1s1, 14k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197751.2515269395
1s1, 14k1, 1.0K[8.0], 8.0, 197751.2515269395
1s1, 14l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197751.2515269395
1s1, 14l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197751.2515269395
1s1, 14l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197751.2515269395
1s1, 14l1, 1.0L[9.0], 9.0, 197751.2515269395
1s1, 14m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197751.2515269395
1s1, 14m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197751.2515269395
1s1, 14m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197751.2515269395
1s1, 14m1, 1.0M[10.0], 10.0, 197751.2515269395
1s1, 14n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197751.2515269395
1s1, 14n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197751.2515269395
1s1, 14n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197751.2515269395
1s1, 14n1, 1.0N[11.0], 11.0, 197751.2515269395
1s1, 14o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197751.2515269395
1s1, 14o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197751.2515269395
1s1, 14o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197751.2515269395
1s1, 14o1, 1.0O[12.0], 12.0, 197751.2515269395
1s1, 14q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197751.2515269395
1s1, 14q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197751.2515269395
1s1, 14q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197751.2515269395
1s1, 14q1, 1.0Q[13.0], 13.0, 197751.2515269395
1s1, 14r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197751.2515269395
1s1, 14r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197751.2515269395
1s1, 14r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197751.2515269395
1s1, 14r1, 1.0R[14.0], 14.0, 197751.2515269395
1s1, 14t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197751.2515269395
1s1, 14t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197751.2515269395
1s1, 14t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197751.2515269395
1s1, 14t1, 1.0T[15.0], 15.0, 197751.2515269395
1s1, 14u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197751.2515269395
1s1, 14u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197751.2515269395
1s1, 14u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197751.2515269395
1s1, 14u1, 1.0U[16.0], 16.0, 197751.2515269395
1s1, 14v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197751.2515269395
1s1, 14v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197751.2515269395
1s1, 14v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197751.2515269395
1s1, 14v1, 1.0V[17.0], 17.0, 197751.2515269395
1s1, 14w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197751.2515269395
1s1, 14w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197751.2515269395
1s1, 14w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197751.2515269395
1s1, 14w1, 1.0W[18.0], 18.0, 197751.2515269395
1s1, 14x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197751.2515269395
1s1, 14x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197751.2515269395
1s1, 14x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197751.2515269395
1s1, 14x1, 1.0X[19.0], 19.0, 197751.2515269395
1s1, 15s1, 3.0S[1.0], 1.0, 197823.3759185577
1s1, 15s1, 1.0S[0.0], 0.0, 197823.3759185577
1s1, 15p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197823.3759185577
1s1, 15p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197823.3759185577
1s1, 15p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197823.3759185577
1s1, 15p1, 1.0P[1.0], 1.0, 197823.3759185577
1s1, 15d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197823.3759185577
1s1, 15d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197823.3759185577
1s1, 15d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197823.3759185577
1s1, 15d1, 1.0D[2.0], 2.0, 197823.3759185577
1s1, 15f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197823.3759185577
1s1, 15f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197823.3759185577
1s1, 15f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197823.3759185577
1s1, 15f1, 1.0F[3.0], 3.0, 197823.3759185577
1s1, 15g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197823.3759185577
1s1, 15g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197823.3759185577
1s1, 15g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197823.3759185577
1s1, 15g1, 1.0G[4.0], 4.0, 197823.3759185577
1s1, 15h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197823.3759185577
1s1, 15h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197823.3759185577
1s1, 15h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197823.3759185577
1s1, 15h1, 1.0H[5.0], 5.0, 197823.3759185577
1s1, 15i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197823.3759185577
1s1, 15i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197823.3759185577
