config, term, J, epsion
2s2.2p2.3d, 4P, 2.5, 232462.724
2s2.2p2.3d, 4P, 1.5, 232535.949
2s2.2p2.3d, 4P, 0.5, 232602.492

2s2.2p2.3p, 2P, 0.5, 232480.44
2s2.2p2.3p, 2P, 1.5, 232527.09

2s2.2p2.3d, 4D, 0.5, 232711.642
2s2.2p2.3d, 4D, 1.5, 232745.981
2s2.2p2.3d, 4D, 2.5, 232747.562
2s2.2p2.3d, 4D, 3.5, 232753.816

2s2.2p2.3d, 2F, 2.5, 232796.298
2s2.2p2.3d, 2F, 3.5, 232959.210

2s2.2p2.3d, 2P, 1.5, 233430.53
2s2.2p2.3d, 2P, 0.5, 233544.59

2s2.2p2.3d, 2D, 1.5, 234402.797
2s2.2p2.3d, 2D, 2.5, 234454.634

2s2.2p2.4s, 4P, 0.5, 238627.46
2s2.2p2.4s, 4P, 1.5, 238732.65
2s2.2p2.4s, 4P, 2.5, 238893.96

2s2.2p2.4s, 2P, 0.5, 240330.01
2s2.2p2.4s, 2P, 1.5, 240517.35

2s2.2p2.4p, 2S, 0.5, 245037.29

2s.2p3.3s, 6S, 2.5, 245400.00

2s2.2p2.4p, 4D, 0.5, 245768.37
2s2.2p2.4p, 4D, 1.5, 245816.70
2s2.2p2.4p, 4D, 2.5, 245903.224
2s2.2p2.4p, 4D, 3.5, 246029.295

2s2.2p2.4p, 4S, 1.5, 246291.822

2s2.2p2.4p, 4P, 0.5, 246320.086
2s2.2p2.4p, 4P, 2.5, 246455.629
2s2.2p2.4p, 4P, 1.5, 246483.317

2s2.2p2.4p, 2D, 1.5, 248010.23
2s2.2p2.4p, 2D, 2.5, 248186.64

2s2.2p2.4p, 2P, 0.5, 248426.41
2s2.2p2.4p, 2P, 1.5, 248515.30

2s2.2p2.3d, 2F, 3.5, 251222.19
2s2.2p2.3d, 2F, 2.5, 251224.79

2s2.2p2.3d, 2G, 4.5, 252608.28
2s2.2p2.3d, 2G, 3.5, 252609.46

2s2.2p2.3p, 2P, 0.5, 252987.23
2s2.2p2.3p, 2P, 1.5, 252993.39

2s2.2p2.3d, 2D, 1.5, 253046.74
2s2.2p2.3d, 2D, 2.5, 253048.82

2s2.2p2.3d, 2P, 0.5, 253789.99
2s2.2p2.3d, 2P, 1.5, 253792.40

2s2.2p2.4d, 4F, 1.5, 254337.61
2s2.2p2.4d, 4F, 2.5, 254388.42
2s2.2p2.4d, 4F, 3.5, 254480.20
2s2.2p2.4d, 4F, 4.5, 254590.00

2s2.2p2.4d, 4D, 0.5, 254846.68
2s2.2p2.4d, 4D, 1.5, 254881.37
2s2.2p2.4d, 4D, 2.5, 254896.42
2s2.2p2.4d, 4D, 3.5, 255019.73

2s.2p3.3s, 4S, 1.5, 254981.55

2s2.2p2.4d, 4P, 2.5, 255105.01
2s2.2p2.4d, 4P, 1.5, 255142.41
2s2.2p2.4d, 4P, 0.5, 255163.08

2s2.2p2.4d, 2P, 1.5, 255173.58
2s2.2p2.4d, 2P, 0.5, 255281.93

2s2.2p2.4d, 2F, 2.5, 255302.11
2s2.2p2.4d, 2F, 3.5, 255466.10

2s2.2p2.3d, 2S, 0.5, 255622.80

2s2.2p2.4fD, 2[3], 2.5, 255689.939
2s2.2p2.4fD, 2[3], 3.5, 255691.346

2s2.2p2.4fG, 2[3], 2.5, 255756.131
2s2.2p2.4fG, 2[3], 3.5, 255759.384

2s2.2p2.4fD, 2[2], 1.5, 255812.728
2s2.2p2.4fD, 2[2], 2.5, 255813.472

2s2.2p2.4fG, 2[4], 4.5, 255827.657
2s2.2p2.4fG, 2[4], 3.5, 255829.58

2s2.2p2.4d, 2D, 1.5, 255842.91
2s2.2p2.4d, 2D, 2.5, 255897.59

2s2.2p2.4fD, 2[1], 1.5, 255912.32
2s2.2p2.4fD, 2[1], 0.5, 255912.37

2s2.2p2.4fG, 2[5], 5.5, 255977.481
2s2.2p2.4fG, 2[5], 4.5, 255983.584

2s2.2p2.4fF, 2[2], 1.5, 256083.604
2s2.2p2.4fF, 2[2], 2.5, 256087.746

2s2.2p2.4fF, 2[3], 3.5, 256123.231
2s2.2p2.4fF, 2[3], 2.5, 256125.785

2s2.2p2.4fF, 2[4], 4.5, 256136.036
2s2.2p2.4fF, 2[4], 3.5, 256143.187

2s2.2p2.5s, 4P, 0.5, 257695.74
2s2.2p2.5s, 4P, 1.5, 257799.93
2s2.2p2.5s, 4P, 2.5, 257965.11

2s2.2p2.5s, 2P, 0.5, 258411.26
2s2.2p2.5s, 2P, 1.5, 258606.35

2s2.2p2.4s, 2D, 2.5, 259287.61
2s2.2p2.4s, 2D, 1.5, 259288.07

2s2.2p2.5p, 2S, 0.5, 260686.27

2s2.2p2.5p, 4D, 0.5, 260911.96
2s2.2p2.5p, 4D, 1.5, 260958.62
2s2.2p2.5p, 4D, 2.5, 261044.03
2s2.2p2.5p, 4D, 3.5, 261180.59

2s2.2p2.5p, 4P, 0.5, 261214.47
2s2.2p2.5p, 4P, 1.5, 261261.29
2s2.2p2.5p, 4P, 2.5, 261356.02

2s2.2p2.5p, 4S, 1.5, 261621.56

2s2.2p2.5p, 2D, 1.5, 261698.75
2s2.2p2.5p, 2D, 2.5, 261869.94

2s2.2p2.5p, 2P, 0.5, 262286.82
2s2.2p2.5p, 2P, 1.5, 262368.05

2s2.2p2.5d, 4D, 2.5, 265220.3
2s2.2p2.5d, 4D, 1.5, 265220.3

2s2.2p2.5d, 4P, 2.5, 265431.5
2s2.2p2.5d, 4P, 1.5, 265468.2

2s2.2p2.5d, 2F, 3.5, 265581.2

2s2.2p2.5fD, 2[3], 2.5, 265637.10
2s2.2p2.5fD, 2[3], 3.5, 265638.59

2s2.2p2.5g, 2[4], 3.5, 265697.13
2s2.2p2.5g, 2[4], 4.5, 265697.13

2s2.2p2.5fG, 2[3], 2.5, 265718.48
2s2.2p2.5fG, 2[3], 3.5, 265720.38

2s2.2p2.5fG, 2[4], 4.5, 265761.29
2s2.2p2.5fG, 2[4], 3.5, 265763.36

2s2.2p2.5fD, 2[2], 1.5, 265766.28
2s2.2p2.5fD, 2[2], 2.5, 265767.55

2s2.2p2.5g, 2[4], 3.5, 265794.08
2s2.2p2.5g, 2[4], 4.5, 265794.14

2s2.2p2.5g, 2[5], 4.5, 265815.98
2s2.2p2.5g, 2[5], 5.5, 265816.06

2s2.2p2.5g, 2[3], 2.5, 265820.27
2s2.2p2.5g, 2[3], 3.5, 265820.46

2s2.2p2.5d, 2D, 2.5, 265855.2

2s2.2p2.5fD, 2[1], 0.5, 265893.06
2s2.2p2.5fD, 2[1], 1.5, 265893.62

2s2.2p2.5fG, 2[5], 5.5, 265925.19
2s2.2p2.5fG, 2[5], 4.5, 265930.31

2s2.2p2.5fF, 2[2], 1.5, 265957.37
2s2.2p2.5fF, 2[2], 2.5, 265963.54

2s2.2p2.5g, 2[2], 1.5, 265980.11
2s2.2p2.5g, 2[2], 2.5, 265980.11

2s2.2p2.5fF, 2[3], 3.5, 265992.31
2s2.2p2.5fF, 2[3], 2.5, 265992.37

2s2.2p2.5g, 2[6], 5.5, 265992.31
2s2.2p2.5g, 2[6], 6.5, 265992.34

2s2.2p2.5fF, 2[4], 4.5, 265999.75
2s2.2p2.5fF, 2[4], 3.5, 266004.90

2s2.2p2.5g, 2[3], 2.5, 266007.60
2s2.2p2.5g, 2[3], 3.5, 266007.72

2s2.2p2.5g, 2[4], 4.5, 266022.90
2s2.2p2.5g, 2[4], 3.5, 266022.90

2s2.2p2.5g, 2[5], 4.5, 266024.16
2s2.2p2.5g, 2[5], 5.5, 266024.16

2s2.2p2.4p, 2F, 2.5, 266579.73
2s2.2p2.4p, 2F, 3.5, 266588.33

2s2.2p2.4p, 2D, 1.5, 266624.32
2s2.2p2.4p, 2D, 2.5, 266640.58

2s2.2p2.6s, 4P, 0.5, 266698.0
2s2.2p2.6s, 4P, 1.5, 266802.0
2s2.2p2.6s, 4P, 2.5, 266971.23

2s2.2p2.6s, 2P, 0.5, 267101.1
2s2.2p2.6s, 2P, 1.5, 267298.23

2s2.2p2.4p, 2P, 0.5, 267460.28
2s2.2p2.4p, 2P, 1.5, 267490.79

2s.2p3.3p, 6P, 1.5, 267768.20
2s.2p3.3p, 6P, 2.5, 267775.48
2s.2p3.3p, 6P, 3.5, 267788.09

2s2.2p2.6p, 2S, 0.5, 268369.8


2s2.2p2.6p, 4D, 1.5, 268465.6
2s2.2p2.6p, 4D, 2.5, 268547.50
2s2.2p2.6p, 4D, 3.5, 268692.1



2s2.2p2.6p, 4P, 2.5, 268782.5

2s2.2p2.6g, 2[4], 3.5, 271068.35
2s2.2p2.6g, 2[4], 4.5, 271068.39

2s2.2p2.6g, 2[4], 4.5, 271171.85
2s2.2p2.6g, 2[4], 3.5, 271171.85

2s2.2p2.6g, 2[5], 4.5, 271184.87
2s2.2p2.6g, 2[5], 5.5, 271185.08

2s2.2p2.6g, 2[3], 2.5, 271187.92
2s2.2p2.6g, 2[3], 3.5, 271188.04

2s2.2p2.6g, 2[2], 2.5, 271360.61
2s2.2p2.6g, 2[2], 1.5, 271360.61

2s2.2p2.6g, 2[6], 5.5, 271367.70
2s2.2p2.6g, 2[6], 6.5, 271367.79

2s2.2p2.6g, 2[3], 3.5, 271375.48
2s2.2p2.6g, 2[3], 2.5, 271375.61

2s2.2p2.6g, 2[4], 3.5, 271384.65
2s2.2p2.6g, 2[4], 4.5, 271384.80

2s2.2p2.6g, 2[5], 4.5, 271385.06
2s2.2p2.6g, 2[5], 5.5, 271385.39


2s2.2p2.7p, 4D, 1.5, 272728.4
2s2.2p2.7p, 4D, 2.5, 272787.7
2s2.2p2.7p, 4D, 3.5, 272968.4



2s2.2p2.7p, 4P, 2.5, 273018.7

2s2.2p2.4d, 2F, 2.5, 274740.7
2s2.2p2.4d, 2F, 3.5, 274781.5

2s2.2p2.4d, 2D, 1.5, 274916.0
2s2.2p2.4d, 2D, 2.5, 274928.0


2s2.2p2.4d, 2P, 1.5, 275611.1

2s2.2p2.4fG, 2[4], 4.5, 275842.14
2s2.2p2.4fG, 2[4], 3.5, 275842.14

2s2.2p2.4fF, 2[3], 3.5, 275881.65
2s2.2p2.4fF, 2[3], 2.5, 275881.65

2s2.2p2.3d, 2D, 1.5, 275983.95
2s2.2p2.3d, 2D, 2.5, 276075.32

2s2.2p2.4d, 2S, 0.5, 275996.5

2s2.2p2.4fD, 2[2], 1.5, 276066.81
2s2.2p2.4fD, 2[2], 2.5, 276066.88

2s2.2p2.4fH, 2[5], 4.5, 276109.46
2s2.2p2.4fH, 2[5], 5.5, 276109.54

2s2.2p2.4fP, 2[1], 0.5, 276263.81
2s2.2p2.4fP, 2[1], 1.5, 276263.81

2s2.2p2.5s, 2D, 1.5, 278144.33
2s2.2p2.5s, 2D, 2.5, 278144.62

2s2.2p2.4s, 2S, 0.5, 282219.90
