T, Cp, H, S
20500, 20.7861772228, 439975.093336, asdf750.212784872
20550, 20.7861770852, 441014.402194, asdf750.243166659
20600, 20.7861769485, 442053.711045, asdf750.273474614
20650, 20.7861768129, 443093.019889, asdf750.303709094
20700, 20.7861766782, 444132.328726, asdf750.333870456
20750, 20.7861765446, 445171.637557, asdf750.363959052
20800, 20.7861764119, 446210.946381, asdf750.393975231
20850, 20.7861762803, 447250.255198, asdf750.423919343
20900, 20.7861761495, 448289.564009, asdf750.453791732
20950, 20.7861760198, 449328.872813, asdf750.483592741
21000, 20.786175891, 450368.181611, asdf750.51332271
21050, 20.7861757631, 451407.490402, asdf750.542981977
21100, 20.7861756361, 452446.799187, asdf750.572570878
21150, 20.7861755101, 453486.107966, asdf750.602089746
21200, 20.786175385, 454525.416738, asdf750.631538911
21250, 20.7861752607, 455564.725504, asdf750.660918702
21300, 20.7861751374, 456604.034264, asdf750.690229445
21350, 20.7861750149, 457643.343018, asdf750.719471464
21400, 20.7861748934, 458682.651766, asdf750.74864508
21450, 20.7861747727, 459721.960507, asdf750.777750613
21500, 20.7861746528, 460761.269243, asdf750.806788379
21550, 20.7861745338, 461800.577972, asdf750.835758693
21600, 20.7861744157, 462839.886696, asdf750.864661869
21650, 20.7861742983, 463879.195414, asdf750.893498216
21700, 20.7861741818, 464918.504126, asdf750.922268043
21750, 20.7861740662, 465957.812832, asdf750.950971656
21800, 20.7861739513, 466997.121533, asdf750.979609359
21850, 20.7861738372, 468036.430227, asdf751.008181454
21900, 20.786173724, 469075.738916, asdf751.036688241
21950, 20.7861736115, 470115.0476, asdf751.065130018
22000, 20.7861734998, 471154.356278, asdf751.093507081
22050, 20.7861733889, 472193.66495, asdf751.121819724
22100, 20.7861732787, 473232.973616, asdf751.150068237
22150, 20.7861731693, 474272.282278, asdf751.178252913
22200, 20.7861730607, 475311.590933, asdf751.206374037
22250, 20.7861729528, 476350.899584, asdf751.234431896
22300, 20.7861728456, 477390.208229, asdf751.262426775
22350, 20.7861727392, 478429.516868, asdf751.290358954
22400, 20.7861726335, 479468.825503, asdf751.318228715
22450, 20.7861725285, 480508.134132, asdf751.346036336
22500, 20.7861724243, 481547.442755, asdf751.373782093
22550, 20.7861723207, 482586.751374, asdf751.401466261
22600, 20.7861722179, 483626.059988, asdf751.429089113
22650, 20.7861721157, 484665.368596, asdf751.456650919
22700, 20.7861720142, 485704.677199, asdf751.48415195
22750, 20.7861719134, 486743.985797, asdf751.511592472
22800, 20.7861718133, 487783.294391, asdf751.538972751
22850, 20.7861717139, 488822.602979, asdf751.566293051
22900, 20.7861716151, 489861.911562, asdf751.593553634
22950, 20.7861715169, 490901.22014, asdf751.620754761
23000, 20.7861714195, 491940.528714, asdf751.64789669
23050, 20.7861713226, 492979.837282, asdf751.67497968
23100, 20.7861712264, 494019.145846, asdf751.702003984
23150, 20.7861711309, 495058.454405, asdf751.728969857
23200, 20.786171036, 496097.762959, asdf751.755877551
23250, 20.7861709417, 497137.071508, asdf751.782727316
23300, 20.786170848, 498176.380053, asdf751.809519402
23350, 20.7861707549, 499215.688593, asdf751.836254055
23400, 20.7861706624, 500254.997129, asdf751.862931522
23450, 20.7861705706, 501294.305659, asdf751.889552046
23500, 20.7861704793, 502333.614186, asdf751.91611587
23550, 20.7861703886, 503372.922707, asdf751.942623235
23600, 20.7861702985, 504412.231225, asdf751.969074381
23650, 20.786170209, 505451.539737, asdf751.995469545
23700, 20.7861701201, 506490.848246, asdf752.021808964
23750, 20.7861700317, 507530.156749, asdf752.048092873
23800, 20.786169944, 508569.465249, asdf752.074321506
23850, 20.7861698567, 509608.773744, asdf752.100495094
23900, 20.7861697701, 510648.082234, asdf752.126613868
23950, 20.7861696839, 511687.390721, asdf752.152678057
24000, 20.7861695984, 512726.699203, asdf752.178687889
24050, 20.7861695133, 513766.007681, asdf752.20464359
24100, 20.7861694288, 514805.316154, asdf752.230545384
24150, 20.7861693449, 515844.624623, asdf752.256393496
24200, 20.7861692615, 516883.933089, asdf752.282188148
24250, 20.7861691786, 517923.24155, asdf752.307929559
24300, 20.7861690962, 518962.550006, asdf752.33361795
24350, 20.7861690143, 520001.858459, asdf752.359253538
24400, 20.7861689329, 521041.166908, asdf752.38483654
24450, 20.7861688521, 522080.475353, asdf752.410367172
24500, 20.7861687718, 523119.783793, asdf752.435845646
24550, 20.7861686919, 524159.09223, asdf752.461272177
24600, 20.7861686126, 525198.400662, asdf752.486646975
24650, 20.7861685337, 526237.709091, asdf752.51197025
24700, 20.7861684553, 527277.017516, asdf752.537242212
24750, 20.7861683775, 528316.325937, asdf752.562463067
24800, 20.7861683, 529355.634353, asdf752.587633022
24850, 20.7861682231, 530394.942767, asdf752.612752282
24900, 20.7861681466, 531434.251176, asdf752.637821051
24950, 20.7861680707, 532473.559581, asdf752.662839531
25000, 20.7861679951, 533512.867983, asdf752.687807925
25050, 20.7861679201, 534552.176381, asdf752.712726431
25100, 20.7861678454, 535591.484775, asdf752.737595249
25150, 20.7861677713, 536630.793165, asdf752.762414576
25200, 20.7861676976, 537670.101552, asdf752.78718461
25250, 20.7861676243, 538709.409935, asdf752.811905546
25300, 20.7861675515, 539748.718314, asdf752.836577577
25350, 20.7861674791, 540788.02669, asdf752.861200897
25400, 20.7861674071, 541827.335062, asdf752.885775699
25450, 20.7861673356, 542866.643431, asdf752.910302172
25500, 20.7861672645, 543905.951796, asdf752.934780507
25550, 20.7861671938, 544945.260157, asdf752.959210891
25600, 20.7861671236, 545984.568515, asdf752.983593514
25650, 20.7861670538, 547023.87687, asdf753.00792856
25700, 20.7861669843, 548063.185221, asdf753.032216216
25750, 20.7861669153, 549102.493568, asdf753.056456665
25800, 20.7861668467, 550141.801912, asdf753.08065009
25850, 20.7861667785, 551181.110253, asdf753.104796675
25900, 20.7861667107, 552220.41859, asdf753.128896599
25950, 20.7861666433, 553259.726924, asdf753.152950043
