T, Cp, H, S
10650, 20.7898801158, 233507.665194, 362.1454053442067
10700, 20.7898433677, 234547.158279, 362.2870327998923
10750, 20.7898071595, 235586.64954, 362.4279753579063
10800, 20.7897714805, 236626.139003, 362.5682396013643
10850, 20.7897363206, 237665.626696, 362.7078320190446
10900, 20.7897016698, 238705.112644, 362.8467590071795
10950, 20.7896675183, 239744.596872, 362.9850268712053
11000, 20.7896338565, 240784.079404, 363.12264182747026
11050, 20.7896006752, 241823.560265, 363.25961000490315
11100, 20.7895679652, 242863.039479, 363.395937446643
11150, 20.7895357176, 243902.517069, 363.53163011163105
11200, 20.7895039239, 244941.993059, 363.6666938761652
11250, 20.7894725755, 245981.467469, 363.80113453542066
11300, 20.7894416641, 247020.940323, 363.9349578049335
11350, 20.7894111817, 248060.411643, 364.0681693220521
11400, 20.7893811204, 249099.881449, 364.20077464735533
11450, 20.7893514724, 250139.349762, 364.3327792660383
11500, 20.7893222303, 251178.816603, 364.46418858926796
11550, 20.7892933866, 252218.281991, 364.5950079555071
11600, 20.7892649342, 253257.745948, 364.72524263181003
11650, 20.789236866, 254297.208491, 364.85489781508915
11700, 20.7892091751, 255336.669641, 364.98397863335333
11750, 20.7891818549, 256376.129415, 365.1124901469197
11800, 20.7891548986, 257415.587832, 365.2404373495982
11850, 20.7891283, 258455.044911, 365.3678251698512
11900, 20.7891020527, 259494.500668, 365.4946584719271
11950, 20.7890761505, 260533.955122, 365.62094205697036
12000, 20.7890505874, 261573.408289, 365.74668066410675
12050, 20.7890253576, 262612.860186, 365.87187897150625
12100, 20.7890004552, 263652.31083, 365.9965415974229
12150, 20.7889758747, 264691.760237, 366.12067310121205
12200, 20.7889516104, 265731.208423, 366.24427798432777
12250, 20.7889276571, 266770.655403, 366.36736069129705
12300, 20.7889040094, 267810.101194, 366.48992561067524
12350, 20.7888806622, 268849.545809, 366.61197707598143
12400, 20.7888576104, 269888.989265, 366.7335193666133
12450, 20.7888348489, 270928.431575, 366.854556708744
12500, 20.7888123731, 271967.872754, 366.97509327620065
12550, 20.7887901781, 273007.312817, 367.0951331913241
12600, 20.7887682592, 274046.751777, 367.21468052581173
12650, 20.788746612, 275086.189647, 367.3337393015424
12700, 20.7887252319, 276125.626442, 367.4523134913858
